,Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer,Date,Quater,Month,Profit
3294,10-01-2022,Australia,ERP,Partner,Business,6554.0,15,1014.0,Yes,2022-01-10,1,January,5540.0
3295,11-01-2022,South America,DevTools,Direct Sales,Business,483.0,19,1526.0,Yes,2022-01-11,1,January,-1043.0
3296,12-01-2022,North America,Database,Partner,Business,1916.0,8,1711.0,Yes,2022-01-12,1,January,205.0
3297,13-01-2022,Australia,DevTools,Online,Business,8946.0,13,787.0,No,2022-01-13,1,January,8159.0
3298,14-01-2022,South America,DevTools,Online,Consumer,9395.0,18,1770.0,No,2022-01-14,1,January,7625.0
3299,15-01-2022,Asia,Database,Partner,Business,7826.0,17,587.0,Yes,2022-01-15,1,January,7239.0
3300,16-01-2022,North America,DevTools,Partner,Consumer,9220.0,6,510.0,No,2022-01-16,1,January,8710.0
3301,17-01-2022,North America,ERP,Partner,Consumer,3131.0,15,738.0,No,2022-01-17,1,January,2393.0
3302,18-01-2022,Asia,CRM,Direct Sales,Consumer,2552.0,13,1968.0,No,2022-01-18,1,January,584.0
3303,19-01-2022,Asia,DevTools,Online,Consumer,3905.0,18,1285.0,No,2022-01-19,1,January,2620.0
3304,20-01-2022,North America,ERP,Partner,Business,648.0,11,570.0,No,2022-01-20,1,January,78.0
3305,21-01-2022,Asia,CRM,Online,Business,8118.0,13,1996.0,No,2022-01-21,1,January,6122.0
3306,22-01-2022,Europe,CRM,Partner,Business,9843.0,1,1617.0,Yes,2022-01-22,1,January,8226.0
3307,23-01-2022,South America,DevTools,Online,Consumer,8258.0,18,1757.0,No,2022-01-23,1,January,6501.0
3308,24-01-2022,South America,ERP,Direct Sales,Business,5594.0,5,819.0,Yes,2022-01-24,1,January,4775.0
3309,25-01-2022,South America,DevTools,Online,Consumer,3023.0,6,658.0,No,2022-01-25,1,January,2365.0
3310,26-01-2022,Europe,Database,Partner,Business,2057.0,1,1273.0,Yes,2022-01-26,1,January,784.0
3311,27-01-2022,Asia,CRM,Online,Business,3704.0,7,1658.0,No,2022-01-27,1,January,2046.0
3312,28-01-2022,Australia,DevTools,Direct Sales,Business,6703.0,4,1457.0,Yes,2022-01-28,1,January,5246.0
3313,29-01-2022,Asia,CRM,Direct Sales,Consumer,4526.0,9,1447.0,Yes,2022-01-29,1,January,3079.0
3314,30-01-2022,North America,ERP,Online,Business,9347.0,15,1636.0,No,2022-01-30,1,January,7711.0
3315,31-01-2022,South America,Antivirus,Partner,Consumer,8557.0,6,841.0,Yes,2022-01-31,1,January,7716.0
3316,01-02-2022,Asia,DevTools,Direct Sales,Consumer,1114.0,17,1492.0,Yes,2022-02-01,1,February,-378.0
3317,02-02-2022,Australia,DevTools,Direct Sales,Consumer,1402.0,18,1088.0,No,2022-02-02,1,February,314.0
3318,03-02-2022,North America,CRM,Online,Business,6795.0,4,605.0,Yes,2022-02-03,1,February,6190.0
3319,04-02-2022,Europe,ERP,Direct Sales,Business,2385.0,9,803.0,No,2022-02-04,1,February,1582.0
3320,05-02-2022,Europe,Database,Direct Sales,Consumer,7931.0,14,1691.0,Yes,2022-02-05,1,February,6240.0
3321,06-02-2022,Australia,ERP,Partner,Consumer,5954.0,3,1844.0,Yes,2022-02-06,1,February,4110.0
3322,07-02-2022,North America,DevTools,Partner,Consumer,2375.0,1,924.0,No,2022-02-07,1,February,1451.0
3323,08-02-2022,South America,Database,Partner,Consumer,4839.0,11,786.0,Yes,2022-02-08,1,February,4053.0
3324,09-02-2022,Asia,ERP,Online,Consumer,4120.0,1,540.0,Yes,2022-02-09,1,February,3580.0
3325,10-02-2022,North America,Antivirus,Direct Sales,Business,8744.0,12,1922.0,No,2022-02-10,1,February,6822.0
3326,11-02-2022,Europe,CRM,Online,Business,418.0,9,1526.0,No,2022-02-11,1,February,-1108.0
3327,12-02-2022,Australia,ERP,Direct Sales,Business,8969.0,5,1936.0,No,2022-02-12,1,February,7033.0
3328,13-02-2022,Australia,ERP,Direct Sales,Consumer,6556.0,15,1796.0,Yes,2022-02-13,1,February,4760.0
3329,14-02-2022,Asia,Antivirus,Direct Sales,Consumer,7402.0,18,1011.0,Yes,2022-02-14,1,February,6391.0
3330,15-02-2022,Australia,DevTools,Partner,Business,126.0,9,669.0,No,2022-02-15,1,February,-543.0
3331,16-02-2022,Australia,CRM,Online,Business,6320.0,13,1249.0,Yes,2022-02-16,1,February,5071.0
3332,17-02-2022,North America,ERP,Online,Consumer,5926.0,13,540.0,Yes,2022-02-17,1,February,5386.0
3333,18-02-2022,South America,Database,Direct Sales,Consumer,5418.0,13,725.0,Yes,2022-02-18,1,February,4693.0
3334,19-02-2022,Asia,ERP,Online,Consumer,7880.0,10,850.0,Yes,2022-02-19,1,February,7030.0
3335,20-02-2022,North America,CRM,Partner,Business,5603.0,10,1498.0,Yes,2022-02-20,1,February,4105.0
3336,21-02-2022,South America,ERP,Online,Consumer,8585.0,7,1265.0,No,2022-02-21,1,February,7320.0
3337,22-02-2022,North America,Antivirus,Direct Sales,Consumer,2403.0,5,954.0,No,2022-02-22,1,February,1449.0
3338,23-02-2022,North America,ERP,Partner,Consumer,8079.0,7,1347.0,Yes,2022-02-23,1,February,6732.0
3339,24-02-2022,Australia,ERP,Partner,Business,1875.0,10,688.0,Yes,2022-02-24,1,February,1187.0
3340,25-02-2022,South America,Database,Direct Sales,Consumer,8150.0,10,1634.0,Yes,2022-02-25,1,February,6516.0
3341,26-02-2022,Asia,Antivirus,Online,Business,9411.0,13,1568.0,No,2022-02-26,1,February,7843.0
3342,27-02-2022,Asia,Antivirus,Direct Sales,Consumer,3423.0,15,825.0,No,2022-02-27,1,February,2598.0
3343,28-02-2022,South America,ERP,Online,Consumer,5346.0,6,1410.0,No,2022-02-28,1,February,3936.0
3344,01-03-2022,Australia,Database,Online,Business,6617.0,12,1255.0,No,2022-03-01,1,March,5362.0
3345,02-03-2022,Europe,ERP,Partner,Consumer,887.0,19,591.0,No,2022-03-02,1,March,296.0
3346,03-03-2022,North America,ERP,Direct Sales,Business,4991.0,11,917.0,Yes,2022-03-03,1,March,4074.0
3347,04-03-2022,Australia,CRM,Partner,Consumer,3670.0,6,1999.0,Yes,2022-03-04,1,March,1671.0
3348,05-03-2022,South America,CRM,Direct Sales,Business,8737.0,1,649.0,Yes,2022-03-05,1,March,8088.0
3349,06-03-2022,North America,Database,Direct Sales,Consumer,8779.0,2,1260.0,Yes,2022-03-06,1,March,7519.0
3350,07-03-2022,Asia,DevTools,Partner,Business,7038.0,15,1774.0,No,2022-03-07,1,March,5264.0
3351,08-03-2022,Europe,CRM,Direct Sales,Business,6592.0,4,951.0,Yes,2022-03-08,1,March,5641.0
3352,09-03-2022,Asia,DevTools,Direct Sales,Consumer,7364.0,5,891.0,Yes,2022-03-09,1,March,6473.0
3353,10-03-2022,South America,Antivirus,Online,Business,3723.0,15,1836.0,Yes,2022-03-10,1,March,1887.0
3354,11-03-2022,North America,CRM,Direct Sales,Consumer,4105.0,11,957.0,Yes,2022-03-11,1,March,3148.0
3355,12-03-2022,South America,CRM,Direct Sales,Business,5582.0,10,1477.0,No,2022-03-12,1,March,4105.0
3356,13-03-2022,North America,Database,Partner,Consumer,9386.0,17,1610.0,No,2022-03-13,1,March,7776.0
3357,14-03-2022,Australia,DevTools,Partner,Consumer,7268.0,2,1683.0,Yes,2022-03-14,1,March,5585.0
3358,15-03-2022,Europe,CRM,Direct Sales,Consumer,5555.0,10,1992.0,Yes,2022-03-15,1,March,3563.0
3359,16-03-2022,Australia,CRM,Online,Consumer,7727.0,3,1705.0,Yes,2022-03-16,1,March,6022.0
3360,17-03-2022,Australia,Database,Online,Business,3772.0,19,1486.0,Yes,2022-03-17,1,March,2286.0
3361,18-03-2022,South America,Database,Partner,Consumer,7332.0,5,1843.0,No,2022-03-18,1,March,5489.0
3362,19-03-2022,Europe,DevTools,Direct Sales,Consumer,4166.0,3,1859.0,No,2022-03-19,1,March,2307.0
3363,20-03-2022,North America,Antivirus,Direct Sales,Consumer,2869.0,8,1960.0,Yes,2022-03-20,1,March,909.0
3364,21-03-2022,North America,Antivirus,Online,Consumer,6136.0,5,1665.0,Yes,2022-03-21,1,March,4471.0
3365,22-03-2022,Asia,ERP,Online,Consumer,6900.0,12,792.0,No,2022-03-22,1,March,6108.0
3366,23-03-2022,North America,CRM,Online,Business,4647.0,14,1565.0,No,2022-03-23,1,March,3082.0
3367,24-03-2022,South America,DevTools,Partner,Consumer,5698.0,7,613.0,Yes,2022-03-24,1,March,5085.0
3368,25-03-2022,Australia,CRM,Direct Sales,Business,6971.0,11,977.0,Yes,2022-03-25,1,March,5994.0
3369,26-03-2022,Australia,DevTools,Partner,Business,7700.0,8,674.0,Yes,2022-03-26,1,March,7026.0
3370,27-03-2022,Australia,DevTools,Direct Sales,Consumer,8966.0,5,1925.0,No,2022-03-27,1,March,7041.0
3371,28-03-2022,Europe,DevTools,Partner,Consumer,3610.0,8,1008.0,No,2022-03-28,1,March,2602.0
3372,29-03-2022,North America,CRM,Direct Sales,Business,9520.0,12,1570.0,No,2022-03-29,1,March,7950.0
3373,30-03-2022,South America,Database,Online,Business,6409.0,15,1357.0,No,2022-03-30,1,March,5052.0
3374,31-03-2022,Europe,CRM,Online,Business,7898.0,19,661.0,No,2022-03-31,1,March,7237.0
3375,01-04-2022,Asia,DevTools,Online,Consumer,7028.0,16,1342.0,Yes,2022-04-01,2,April,5686.0
3376,02-04-2022,South America,ERP,Partner,Business,2135.0,14,1492.0,Yes,2022-04-02,2,April,643.0
3377,03-04-2022,South America,Antivirus,Online,Business,807.0,7,1822.0,Yes,2022-04-03,2,April,-1015.0
3378,04-04-2022,South America,DevTools,Direct Sales,Consumer,7290.0,8,605.0,Yes,2022-04-04,2,April,6685.0
3379,05-04-2022,Australia,ERP,Partner,Business,5159.0,7,943.0,No,2022-04-05,2,April,4216.0
3380,06-04-2022,South America,Database,Direct Sales,Consumer,7052.0,18,1539.0,Yes,2022-04-06,2,April,5513.0
3381,07-04-2022,North America,DevTools,Partner,Business,4821.0,6,551.0,No,2022-04-07,2,April,4270.0
3382,08-04-2022,South America,ERP,Direct Sales,Consumer,3191.0,19,805.0,No,2022-04-08,2,April,2386.0
3383,09-04-2022,Australia,DevTools,Direct Sales,Business,2922.0,4,828.0,Yes,2022-04-09,2,April,2094.0
3384,10-04-2022,South America,CRM,Partner,Consumer,7332.0,3,1504.0,Yes,2022-04-10,2,April,5828.0
3385,11-04-2022,Asia,ERP,Partner,Consumer,2840.0,17,929.0,Yes,2022-04-11,2,April,1911.0
3386,12-04-2022,Asia,CRM,Online,Business,7175.0,19,1399.0,Yes,2022-04-12,2,April,5776.0
3387,13-04-2022,Australia,CRM,Online,Consumer,3901.0,15,1948.0,Yes,2022-04-13,2,April,1953.0
3388,14-04-2022,North America,ERP,Direct Sales,Business,7732.0,6,1690.0,Yes,2022-04-14,2,April,6042.0
3389,15-04-2022,North America,Antivirus,Direct Sales,Consumer,1514.0,12,999.0,No,2022-04-15,2,April,515.0
3390,16-04-2022,Europe,ERP,Direct Sales,Consumer,2129.0,19,1209.0,No,2022-04-16,2,April,920.0
3391,17-04-2022,Australia,Antivirus,Partner,Consumer,6891.0,6,801.0,No,2022-04-17,2,April,6090.0
3392,18-04-2022,South America,DevTools,Partner,Consumer,5646.0,11,524.0,Yes,2022-04-18,2,April,5122.0
3393,19-04-2022,Australia,DevTools,Online,Consumer,2118.0,10,935.0,No,2022-04-19,2,April,1183.0
3394,20-04-2022,Europe,ERP,Direct Sales,Consumer,9038.0,16,1054.0,Yes,2022-04-20,2,April,7984.0
3395,21-04-2022,Australia,DevTools,Online,Consumer,2832.0,18,1347.0,Yes,2022-04-21,2,April,1485.0
3396,22-04-2022,Australia,Database,Partner,Business,4269.0,14,1916.0,No,2022-04-22,2,April,2353.0
3397,23-04-2022,Europe,CRM,Partner,Business,2103.0,4,1922.0,No,2022-04-23,2,April,181.0
3398,24-04-2022,North America,CRM,Partner,Consumer,3941.0,12,605.0,Yes,2022-04-24,2,April,3336.0
3399,25-04-2022,South America,Antivirus,Online,Consumer,4967.0,8,1422.0,Yes,2022-04-25,2,April,3545.0
3400,26-04-2022,Europe,DevTools,Partner,Consumer,3023.0,7,564.0,No,2022-04-26,2,April,2459.0
3401,27-04-2022,Asia,Antivirus,Direct Sales,Business,7714.0,9,1472.0,No,2022-04-27,2,April,6242.0
3402,28-04-2022,North America,CRM,Online,Consumer,4000.0,17,677.0,No,2022-04-28,2,April,3323.0
3403,29-04-2022,Asia,CRM,Partner,Business,7322.0,10,1920.0,No,2022-04-29,2,April,5402.0
3404,30-04-2022,North America,DevTools,Online,Consumer,2150.0,3,1797.0,No,2022-04-30,2,April,353.0
3405,01-05-2022,South America,Database,Online,Consumer,3833.0,8,533.0,No,2022-05-01,2,May,3300.0
3406,02-05-2022,South America,Database,Partner,Consumer,180.0,14,1673.0,Yes,2022-05-02,2,May,-1493.0
3407,03-05-2022,Australia,DevTools,Partner,Consumer,7611.0,7,1454.0,No,2022-05-03,2,May,6157.0
3408,04-05-2022,Asia,DevTools,Online,Consumer,6296.0,16,1243.0,Yes,2022-05-04,2,May,5053.0
3409,05-05-2022,North America,Antivirus,Online,Business,8196.0,18,1404.0,Yes,2022-05-05,2,May,6792.0
3410,06-05-2022,South America,DevTools,Partner,Consumer,4611.0,11,1517.0,No,2022-05-06,2,May,3094.0
3411,07-05-2022,Europe,Database,Direct Sales,Business,8017.0,6,1827.0,No,2022-05-07,2,May,6190.0
3412,08-05-2022,South America,DevTools,Online,Business,6511.0,14,1651.0,No,2022-05-08,2,May,4860.0
3413,09-05-2022,Europe,Antivirus,Online,Consumer,136.0,13,1363.0,Yes,2022-05-09,2,May,-1227.0
3414,10-05-2022,North America,Antivirus,Direct Sales,Consumer,2612.0,4,1737.0,Yes,2022-05-10,2,May,875.0
3415,11-05-2022,South America,Antivirus,Partner,Consumer,4990.0,11,1980.0,No,2022-05-11,2,May,3010.0
3416,12-05-2022,South America,Antivirus,Partner,Business,6225.0,18,950.0,No,2022-05-12,2,May,5275.0
3417,13-05-2022,North America,ERP,Direct Sales,Business,749.0,1,678.0,Yes,2022-05-13,2,May,71.0
3418,14-05-2022,South America,DevTools,Partner,Business,7080.0,12,1597.0,Yes,2022-05-14,2,May,5483.0
3419,15-05-2022,Europe,CRM,Partner,Consumer,5481.0,18,1968.0,No,2022-05-15,2,May,3513.0
3420,16-05-2022,South America,DevTools,Online,Business,5305.0,7,675.0,No,2022-05-16,2,May,4630.0
3421,17-05-2022,Asia,ERP,Online,Business,2991.0,12,1148.0,No,2022-05-17,2,May,1843.0
3422,18-05-2022,Australia,Antivirus,Online,Business,5989.0,1,593.0,Yes,2022-05-18,2,May,5396.0
3423,19-05-2022,Europe,ERP,Direct Sales,Consumer,372.0,4,1665.0,Yes,2022-05-19,2,May,-1293.0
3424,20-05-2022,Asia,Database,Partner,Business,741.0,18,1923.0,No,2022-05-20,2,May,-1182.0
3425,21-05-2022,North America,Database,Partner,Business,7365.0,15,1248.0,No,2022-05-21,2,May,6117.0
3426,22-05-2022,Europe,DevTools,Online,Consumer,3287.0,3,1114.0,No,2022-05-22,2,May,2173.0
3427,23-05-2022,Australia,DevTools,Online,Consumer,3535.0,7,1862.0,Yes,2022-05-23,2,May,1673.0
3428,24-05-2022,Australia,CRM,Direct Sales,Consumer,2163.0,6,700.0,Yes,2022-05-24,2,May,1463.0
3429,25-05-2022,North America,CRM,Partner,Business,4512.0,15,1837.0,Yes,2022-05-25,2,May,2675.0
3430,26-05-2022,North America,Database,Direct Sales,Business,615.0,15,1088.0,No,2022-05-26,2,May,-473.0
3431,27-05-2022,Europe,Antivirus,Partner,Business,3074.0,6,1339.0,No,2022-05-27,2,May,1735.0
3432,28-05-2022,South America,ERP,Direct Sales,Consumer,5319.0,8,1292.0,No,2022-05-28,2,May,4027.0
3433,29-05-2022,North America,CRM,Online,Business,4710.0,8,1424.0,Yes,2022-05-29,2,May,3286.0
3434,30-05-2022,South America,CRM,Direct Sales,Consumer,9997.0,1,1913.0,Yes,2022-05-30,2,May,8084.0
3435,31-05-2022,Asia,Antivirus,Direct Sales,Consumer,3949.0,13,1927.0,Yes,2022-05-31,2,May,2022.0
3436,01-06-2022,Australia,Antivirus,Online,Business,3931.0,13,1747.0,No,2022-06-01,2,June,2184.0
3437,02-06-2022,South America,DevTools,Partner,Business,5085.0,11,787.0,No,2022-06-02,2,June,4298.0
3438,03-06-2022,Australia,ERP,Partner,Business,1984.0,4,1000.0,Yes,2022-06-03,2,June,984.0
3439,04-06-2022,South America,Antivirus,Online,Consumer,8775.0,7,1232.0,No,2022-06-04,2,June,7543.0
3440,05-06-2022,Asia,CRM,Direct Sales,Consumer,5765.0,12,1858.0,No,2022-06-05,2,June,3907.0
3441,06-06-2022,North America,CRM,Direct Sales,Business,2002.0,13,1281.0,Yes,2022-06-06,2,June,721.0
3442,07-06-2022,Asia,Database,Direct Sales,Consumer,7955.0,12,1966.0,Yes,2022-06-07,2,June,5989.0
3443,08-06-2022,North America,Antivirus,Partner,Business,440.0,16,1976.0,Yes,2022-06-08,2,June,-1536.0
3444,09-06-2022,North America,DevTools,Direct Sales,Business,9827.0,6,1398.0,Yes,2022-06-09,2,June,8429.0
3445,10-06-2022,Australia,ERP,Partner,Business,8665.0,14,1816.0,Yes,2022-06-10,2,June,6849.0
3446,11-06-2022,Asia,DevTools,Direct Sales,Consumer,5838.0,19,1999.0,No,2022-06-11,2,June,3839.0
3447,12-06-2022,South America,CRM,Online,Consumer,1202.0,16,1775.0,Yes,2022-06-12,2,June,-573.0
3448,13-06-2022,Asia,DevTools,Online,Business,2231.0,4,1485.0,No,2022-06-13,2,June,746.0
3449,14-06-2022,Australia,CRM,Partner,Business,2866.0,5,1768.0,No,2022-06-14,2,June,1098.0
3450,15-06-2022,North America,CRM,Partner,Consumer,2486.0,9,624.0,Yes,2022-06-15,2,June,1862.0
3451,16-06-2022,Australia,CRM,Online,Business,5025.0,3,1452.0,Yes,2022-06-16,2,June,3573.0
3452,17-06-2022,Europe,CRM,Online,Consumer,9451.0,10,825.0,No,2022-06-17,2,June,8626.0
3453,18-06-2022,Europe,CRM,Direct Sales,Business,4497.0,17,674.0,No,2022-06-18,2,June,3823.0
3454,19-06-2022,South America,Database,Online,Consumer,6649.0,19,1839.0,No,2022-06-19,2,June,4810.0
3455,20-06-2022,Australia,DevTools,Partner,Business,6917.0,10,1459.0,Yes,2022-06-20,2,June,5458.0
3456,21-06-2022,South America,Database,Online,Consumer,8729.0,12,865.0,No,2022-06-21,2,June,7864.0
3457,22-06-2022,South America,Database,Partner,Business,435.0,7,1080.0,Yes,2022-06-22,2,June,-645.0
3458,23-06-2022,Europe,Antivirus,Partner,Consumer,4103.0,18,1960.0,Yes,2022-06-23,2,June,2143.0
3459,24-06-2022,South America,Antivirus,Direct Sales,Consumer,7869.0,19,1793.0,No,2022-06-24,2,June,6076.0
3460,25-06-2022,Europe,Antivirus,Direct Sales,Consumer,8167.0,15,523.0,Yes,2022-06-25,2,June,7644.0
3461,26-06-2022,North America,ERP,Direct Sales,Consumer,9281.0,7,1970.0,No,2022-06-26,2,June,7311.0
3462,27-06-2022,Australia,Antivirus,Direct Sales,Business,7058.0,12,1053.0,No,2022-06-27,2,June,6005.0
3463,28-06-2022,South America,DevTools,Online,Consumer,2527.0,7,1543.0,Yes,2022-06-28,2,June,984.0
3464,29-06-2022,Europe,Database,Direct Sales,Consumer,5106.0,10,1569.0,Yes,2022-06-29,2,June,3537.0
3465,30-06-2022,Asia,DevTools,Online,Business,420.0,10,1868.0,No,2022-06-30,2,June,-1448.0
3466,01-07-2022,South America,Antivirus,Direct Sales,Consumer,6505.0,5,1828.0,Yes,2022-07-01,3,July,4677.0
3467,02-07-2022,North America,ERP,Direct Sales,Business,5588.0,18,923.0,Yes,2022-07-02,3,July,4665.0
3468,03-07-2022,North America,ERP,Partner,Consumer,6702.0,9,1465.0,No,2022-07-03,3,July,5237.0
3469,04-07-2022,Asia,Database,Online,Consumer,9308.0,16,1091.0,Yes,2022-07-04,3,July,8217.0
3470,05-07-2022,Europe,DevTools,Partner,Consumer,6904.0,7,1288.0,No,2022-07-05,3,July,5616.0
3471,06-07-2022,South America,CRM,Direct Sales,Consumer,3272.0,10,1332.0,No,2022-07-06,3,July,1940.0
3472,07-07-2022,Europe,DevTools,Online,Consumer,2067.0,5,1095.0,Yes,2022-07-07,3,July,972.0
3473,08-07-2022,North America,Antivirus,Direct Sales,Consumer,8561.0,7,1196.0,No,2022-07-08,3,July,7365.0
3474,09-07-2022,Europe,CRM,Partner,Business,2024.0,5,813.0,Yes,2022-07-09,3,July,1211.0
3475,10-07-2022,North America,ERP,Online,Business,1700.0,15,1411.0,No,2022-07-10,3,July,289.0
3476,11-07-2022,Europe,Database,Partner,Consumer,2145.0,19,1638.0,Yes,2022-07-11,3,July,507.0
3477,12-07-2022,Asia,Database,Direct Sales,Consumer,5138.0,10,1145.0,No,2022-07-12,3,July,3993.0
3478,13-07-2022,Australia,ERP,Direct Sales,Business,1329.0,8,1967.0,No,2022-07-13,3,July,-638.0
3479,14-07-2022,Asia,Antivirus,Direct Sales,Business,9387.0,9,586.0,Yes,2022-07-14,3,July,8801.0
3480,15-07-2022,Asia,ERP,Online,Consumer,9666.0,11,1384.0,Yes,2022-07-15,3,July,8282.0
3481,16-07-2022,Australia,Antivirus,Partner,Consumer,9741.0,2,1375.0,Yes,2022-07-16,3,July,8366.0
3482,17-07-2022,Australia,CRM,Partner,Consumer,487.0,3,554.0,Yes,2022-07-17,3,July,-67.0
3483,18-07-2022,South America,ERP,Direct Sales,Consumer,9467.0,13,837.0,Yes,2022-07-18,3,July,8630.0
3484,19-07-2022,South America,Antivirus,Partner,Consumer,9974.0,11,1858.0,Yes,2022-07-19,3,July,8116.0
3485,20-07-2022,Asia,CRM,Online,Consumer,9430.0,10,1317.0,Yes,2022-07-20,3,July,8113.0
3486,21-07-2022,Asia,ERP,Direct Sales,Business,6742.0,15,1155.0,Yes,2022-07-21,3,July,5587.0
3487,22-07-2022,North America,Database,Direct Sales,Consumer,7042.0,6,1123.0,Yes,2022-07-22,3,July,5919.0
3488,23-07-2022,North America,ERP,Direct Sales,Consumer,1310.0,1,1832.0,No,2022-07-23,3,July,-522.0
3489,24-07-2022,South America,DevTools,Online,Business,8756.0,14,1051.0,Yes,2022-07-24,3,July,7705.0
3490,25-07-2022,South America,ERP,Direct Sales,Business,690.0,18,1789.0,No,2022-07-25,3,July,-1099.0
3491,26-07-2022,North America,DevTools,Direct Sales,Business,3246.0,11,964.0,Yes,2022-07-26,3,July,2282.0
3492,27-07-2022,North America,CRM,Direct Sales,Business,9912.0,8,1297.0,Yes,2022-07-27,3,July,8615.0
3493,28-07-2022,Europe,ERP,Direct Sales,Consumer,4281.0,3,716.0,No,2022-07-28,3,July,3565.0
3494,29-07-2022,Europe,CRM,Partner,Business,1398.0,14,1738.0,No,2022-07-29,3,July,-340.0
3495,30-07-2022,North America,CRM,Direct Sales,Business,9696.0,2,1604.0,Yes,2022-07-30,3,July,8092.0
3496,31-07-2022,Europe,Antivirus,Online,Consumer,9843.0,16,1295.0,No,2022-07-31,3,July,8548.0
3497,01-08-2022,Australia,CRM,Direct Sales,Business,1952.0,6,539.0,Yes,2022-08-01,3,August,1413.0
3498,02-08-2022,South America,CRM,Direct Sales,Business,8662.0,1,1222.0,No,2022-08-02,3,August,7440.0
3499,03-08-2022,South America,ERP,Partner,Consumer,3965.0,14,838.0,Yes,2022-08-03,3,August,3127.0
3500,04-08-2022,North America,ERP,Direct Sales,Consumer,3876.0,10,1120.0,No,2022-08-04,3,August,2756.0
3501,05-08-2022,Asia,Database,Partner,Consumer,2701.0,6,1785.0,Yes,2022-08-05,3,August,916.0
3502,06-08-2022,North America,Antivirus,Online,Consumer,543.0,9,1654.0,No,2022-08-06,3,August,-1111.0
3503,07-08-2022,Europe,CRM,Partner,Consumer,2753.0,7,863.0,Yes,2022-08-07,3,August,1890.0
3504,08-08-2022,Asia,Antivirus,Direct Sales,Consumer,632.0,2,1977.0,No,2022-08-08,3,August,-1345.0
3505,09-08-2022,Europe,DevTools,Online,Consumer,9251.0,11,1855.0,Yes,2022-08-09,3,August,7396.0
3506,10-08-2022,Australia,CRM,Direct Sales,Business,6651.0,14,1293.0,Yes,2022-08-10,3,August,5358.0
3507,11-08-2022,Europe,Antivirus,Partner,Business,8878.0,5,1295.0,Yes,2022-08-11,3,August,7583.0
3508,12-08-2022,Australia,Database,Online,Consumer,7201.0,9,1852.0,No,2022-08-12,3,August,5349.0
3509,13-08-2022,Australia,Database,Online,Business,1400.0,7,1454.0,No,2022-08-13,3,August,-54.0
3510,14-08-2022,Europe,CRM,Partner,Consumer,9412.0,14,1305.0,No,2022-08-14,3,August,8107.0
3511,15-08-2022,Europe,DevTools,Partner,Business,9009.0,16,1624.0,No,2022-08-15,3,August,7385.0
